ISBN,Title,Author,Year-Of-Publication,Publisher,Genre,Description,Average_rating,Ratings_count,Image-URL-S,Image-URL-M,Image-URL-L
9029026642,In Afrika (Meulenhoff editie),Adriaan van Dis,1991,Meulenhoff,Cultural,"'In Afrika' is het verhaal van een reis door een verkwanseld land: Mozambique. Het is ook het verhaal over een chaotisch continent: Afrika. De burgeroorlog in Mozambique duurt (in 1991) al vijftien jaar en heeft onder de bevolking en in de steden en dorpen gruwelijke sporen nagelaten. Adriaan van Dis is bij toeval in de oorlog beland. Eenmaal geconfronteerd met de dood en met de misdaden van de bandieten stort hij zich in een aantal avonturen om zo het verhaal van deze vergeten oorlog te kunnen schrijven. Hij ontmoet revolutionairen en conservatieven en beschrijft de mentaliteiten die Afrika verscheuren. Adriaan van Dis toont zich een onverschrokken reiziger, onafhankelijk, wars van ideologieÃ«n die de verslaggeving over Afrika zo dikwijls geweld aandoen.",3.57,289,http://images.amazon.com/images/P/9029026642.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9029026642.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9029026642.01.LZZZZZZZ.jpg
1403905843,"Authoring a PhD Thesis: How to Plan, Draft, Write and Finish a Doctoral Dissertation",Patrick Dunleavy,2003,Palgrave Macmillan,Nonfiction,"Authoring a Ph.D. Thesis involves having creative ideas, working out how to organize them, writing up from plans, upgrading text, and finishing it speedily and to a good standard. It also involves being examined and getting work published. This book provides a huge range of ideas and suggestions to help Ph.D. candidates cope with both the intellectual issues involved and the practical difficulties of organizing their work effectively.",3.75,216,http://images.amazon.com/images/P/1403905843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1403905843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1403905843.01.LZZZZZZZ.jpg
1591823293,Fake Vol. 4,Sanami Matoh,2003,TokyoPop,Sequential Art,"Ryo and Dee, two of New York City's finest, are called in to investigate the activities of some two-bit street punk. The operation goes south rather quickly when Dee is kidnapped and Ryo must put all of his skill and training to the test to get his partner back in one piece. Their partnership is on the line as electrified emotions raise feelings between the two guys that are hard to ignore.",4.23,1494,http://images.amazon.com/images/P/1591823293.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1591823293.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1591823293.01.LZZZZZZZ.jpg
1591823285,Fake Vol. 3,Sanami Matoh,2003,TokyoPop,Sequential Art,"Ryo and Dee, two of New York City's finest, are called in to investigate the activities of some two-bit street punk. The operation goes south rather quickly when Dee is kidnapped and Ryo must put all of his skill and training to the test to get his partner back in one piece. Their partnership is on the line as electrified emotions raise feelings between the two guys that are hard to ignore.",4.19,1283,http://images.amazon.com/images/P/1591823285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1591823285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1591823285.01.LZZZZZZZ.jpg
1591823315,Fake (Fake),Sanami Matoh,2004,Tokyopop,Sequential Art,"There's a psychopath who likes to kill kids and cut off their hands on the loose, and Dee and Ryo must find him before he strikes again. Carol has the misfortune to cross his path, and soon her life is in grave danger. Bikky, Dee, and Ryo must take justice in their own hands (no pun intended), if they want to save their friend.",4.26,1530,http://images.amazon.com/images/P/1591823315.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1591823315.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1591823315.01.LZZZZZZZ.jpg
1591823323,Fake (Fake),Sanami Matoh,2004,Tokyopop,Sequential Art,"Meet Ryo and Dee, two New York City cops with an attraction for action-- and each other! In this, the final volume of the series, events heat up on the streets...and between the sheets! The two cops are assigned to serve as bodyguards for a mob-boss's daughter...who is married to the man that killed Ryo's parents! As tensions mount, will Ryo and Dee finally admit their love and devotion to each other? Or will they forever sing the NYPD blues?",4.3,1404,http://images.amazon.com/images/P/1591823323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1591823323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1591823323.01.LZZZZZZZ.jpg
1591823277,Fake Vol. 2,Sanami Matoh,2003,TokyoPop,Sequential Art,"Ryo and Dee, two of New York City's finest, are called in to investigate the activities of some two-bit street punk. The operation goes south rather quickly when Dee is kidnapped and Ryo must put all of his skill and training to the test to get his partner back in one piece. Their partnership is on the line as electrified emotions raise feelings between the two guys that are hard to ignore.",4.19,1705,http://images.amazon.com/images/P/1591823277.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1591823277.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1591823277.01.LZZZZZZZ.jpg
1591823307,"Fake, Vol. 5",Sanami Matoh,2003,Tokyopop,Sequential Art,"Contains two stories, one of which centers around JJ and his old friend and police academy buddy, Max. Max was once a good guy, but now he's a bad cop. JJ's faith in his friend (and the system) is put to the test when a shooting goes horribly wrong.",4.22,1359,http://images.amazon.com/images/P/1591823307.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1591823307.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1591823307.01.LZZZZZZZ.jpg
1591823269,Fake (Fake),Sanami Matoh,2003,TokyoPop,Sequential Art,"Ryo and Dee, two of New York City's finest, are called in to investigate the activities of some two-bit street punk. The operation goes south rather quickly when Dee is kidnapped and Ryo must put all of his skill and training to the test to get his partner back in one piece. Their partnership is on the line as electrified emotions raise feelings between the two guys that are hard to ignore.",4.03,3755,http://images.amazon.com/images/P/1591823269.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1591823269.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1591823269.01.LZZZZZZZ.jpg
1882723007,Embraced by the Light,Betty J. Eadie,1992,Gold Leaf Press (MI),Nonfiction,"At the age of 31, Betty Eadie died after routine surgery. The events that followed can only be described as the most profound and extensive near-death experience ever recorded. During the time she was clinically dead, Betty was given knowledge of the afterlife that would make even the greatest skeptic think twice. As she traveled through the spiritual realm, she learned more about the laws and history of the universe than perhaps anyone before her. She explains with uncanny detail the reasons why we have chosen to be on this earth at this time in history, and how all out actions are growing experiences for our immortal spirits. ,In those few minutes that stretched into eternity, Betty's life was changed forever. In this special unabridged recording of ""Embraced by the Light,"" she shares the vision of a world she never imagined existed, and gives new meaning to the question, ""Why are we here?""",3.91,9001,http://images.amazon.com/images/P/1882723007.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1882723007.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1882723007.01.LZZZZZZZ.jpg
4770019572,Musashi,Eiji Yoshikawa,1995,Kodansha International (JPN),Fiction,"The classic samurai novel about the real exploits of the most famous swordsman. Musashi is a novel in the best tradition of Japanese story telling. It is a living story, subtle and imaginative, teeming with memorable characters, many of them historical. Interweaving themes of unrequited love, misguided revenge, filial piety and absolute dedication to the Way of the Samurai, it depicts vividly a world Westerners know only vaguely.",4.47,16074,http://images.amazon.com/images/P/4770019572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4770019572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4770019572.01.LZZZZZZZ.jpg
1400050073,Liquor: A Novel,Poppy Z. Brite,2004,Three Rivers Press,Fiction,"New Orleans natives Rickey and G-man are lifetime friends and down-and-out line cooks desperate to make a quick buck. When Rickey concocts the idea of opening a restaurant in their alcohol-loving hometown where every dish packs a spirited punch, they know they're on their way to the bank. With some wheeling and dealing, a slew of great recipes, and a few lucky breaks, Rickey and G-man are soon on their way to opening Liquor, their very own restaurant. But first they need to pacify a local crank who doesn't want to see his neighborhood disturbed, sidestep Rickey's deranged ex-boss, rein in their big-mouth silent partner before he runs amok, and stay afloat in a stew of corruption in a town well known for its bottom feeders.,A manic, spicy romp through the kitchens, back alleys, dive bars, and drug deals of the country's most sublimely ridiculous city, author Poppy Z. Brite masterfully shakes equal parts ambition, scandal, filÃ© powder, cocaine, and murder, and serves ,Liquor, straight up, with a twist.,From the Trade Paperback edition.",3.93,2576,http://images.amazon.com/images/P/1400050073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400050073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400050073.01.LZZZZZZZ.jpg
1573920363,Epitome of Copernican Astronomy &amp; Harmonies of the World (Great Minds Series),Johannes Kepler,1995,Prometheus Books,Science,"The brilliant German mathematician Johannes Kepler (1571-1630), one of the founders of modern astronomy, revolutionized the Copernican heliocentric theory of the universe with his three laws of motion: that the planets move not in circular but elliptical orbits, that their speed is greatest when nearest the sun, and that the sun and planets form an integrated system. This volume contains two of his most important works: The Epitome of Copernican Astronomy (books 4 and 5 of which are translated here) is a textbook of Copernican science, remarkable for the prominence given to physical astronomy and for the extension to the Jovian system of the laws recently discovered to regulate the motions of the Planets. Harmonies of the World (book 5 of which is translated here) expounds an elaborate system of celestial harmonies depending on the varying velocities of the planets.",4.01,134,http://images.amazon.com/images/P/1573920363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573920363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573920363.01.LZZZZZZZ.jpg
1591430046,Moses and Akhenaten: The Secret History of Egypt at the Time of the Exodus,Ahmed Osman,2002,Bear &amp; Company,History,"A reinterpretation of biblical and Egyptian history that shows Moses and the Pharaoh Akhenaten to be one and the same. , ,â€¢ Provides dramatic evidence from both archaeological and documentary sources. , ,â€¢ A radical challenge to long-established beliefs on the origin of Semitic religion. , ,During his reign, the Pharaoh Akhenaten was able to abolish the complex pantheon of the ancient Egyptian religion and replace it with a single god, the Aten, who had no image or form. Seizing on the striking similarities between the religious vision of this â€œhereticâ€ pharaoh and the teachings of Moses, Sigmund Freud was the first to argue that Moses was in fact an Egyptian. Now Ahmed Osman, using recent archaeological discoveries and historical documents, contends that Akhenaten and Moses were one and the same man. , ,In a stunning retelling of the Exodus story, Osman details the events of Moses/Akhenaten's life: how he was brought up by Israelite relatives, ruled Egypt for seventeen years, angered many of his subjects by replacing the traditional Egyptian pantheon with worship of the Aten, and was forced to abdicate the throne. Retreating to the Sinai with his Egyptian and Israelite supporters, he died out of the sight of his followers, presumably at the hands of Seti I, after an unsuccessful attempt to regain his throne. , ,Osman reveals the Egyptian components in the monotheism preached by Moses as well as his use of Egyptian royal ritual and Egyptian religious expression. He shows that even the Ten Commandments betray the direct influence of Spell 125 in the Egyptian Book of the Dead. ,Moses and Akhenaten, provides a radical challenge to long-standing beliefs concerning the origin of Semitic religion and the puzzle of Akhenaten's deviation from ancient Egyptian tradition. In fact, if Osman's contentions are correct, many major Old Testament figures would be of Egyptian origin.",3.9,154,http://images.amazon.com/images/P/1591430046.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1591430046.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1591430046.01.LZZZZZZZ.jpg
